product,category
Auchan Nívó Fehérbab 400 g / 240 g,Tartós élelmiszerek
Bref Deluxe Magic Moonflower WC frissítő 2 x 50 g,"Háztartási-, vegyi- és papíráru"
Auchan Nívó Vörös kidney bab 400 g / 240 g,Tartós élelmiszerek
Riso Gallo risotto pronto vargányával 175 g,Tartós élelmiszerek
Rama classic csökkentett zsírtartalmú margarin 250 g,Tejtermék
Császári Csemege Crunchy gluténmentes sajtos ízű extrudált kukoricapehely 75 g,Egészséges életmód
Darbo kerti eper extradzsem 450 g,Tartós élelmiszerek
Maggi Halászlékocka 60 g,Tartós élelmiszerek
Riga Gold füstölt sprotni olajban 160 g / 112 g,Tartós élelmiszerek
Molnár Borház Paulus Móri Olaszrizling száraz fehérbor 14% 750 ml,Alkohol
"Grand Tokaj Tokaji Aranyfürt Cuvée félédes fehérbor 11% 0,75 l",Alkohol
PICK Békebeli füstölt sertéstarja,"Hús, hal, felvágott"
"Gullón Chip Choco gluténmentes keksz hozzáadott cukor nélkül, édesítőszerrel 130 g",Egészséges életmód
Marha Darálthús Pogácsa kb. 300 g,"Hús, hal, felvágott"
Ammerländer szeletelt edámi sajt 125 g,Tejtermék
Eko Nagymama szilvakrémje gyümölcsdarabokkal 320 g,Tartós élelmiszerek
Gullón Cuor di Cereale élelmi rostban gazdag gabonakeksz 280 g,"Édesség, csokoládé, nasi"
Benei sós teasütemény 250 g,Pékáru
Chio Crispers csípős földimogyoró wasabi ízesítésű tésztabundában 60 g,"Édesség, csokoládé, nasi"
Tuti Tipp Tejcsokoládés parány 300 g,"Édesség, csokoládé, nasi"
Tuti Tipp Porcukros Puszedli 200 g,"Édesség, csokoládé, nasi"
Horváth Rozi sült krumpli fűszersó 30 g,Tartós élelmiszerek
Tuti Tipp Kakaós éttábla 100 g,"Édesség, csokoládé, nasi"
Maggi Párperc Tészta sonkás-sajtos 140 g,Tartós élelmiszerek
Maggi Párperc Tészta paprikás csirke 156 g,Tartós élelmiszerek
Gullón Digestive gluténmentes keksz 150 g,Egészséges életmód
Chipicao keksz kakaós töltelékkel 50 g,"Édesség, csokoládé, nasi"
Gullón Crackers gluténmentes sós keksz 200 g,Egészséges életmód
Auchan szarvacska 4 tojásos száraztészta 500 g,Tartós élelmiszerek
Zöldlomb öko üvegtisztító 500 ml,"Háztartási-, vegyi- és papíráru"
Bref Perfume Switch White Lavender-Cotton Flower WC frissítő 2 x 50 g,"Háztartási-, vegyi- és papíráru"
"Zafír szén-dioxiddal enyhén dúsított természetes ásványvíz 1,5 l",Italok
Auchan Nívó Bio Almaecet 5% savtartalommal 500 ml,Egészséges életmód
Auchan fehérbab 240 g / 400 g,Tartós élelmiszerek
Auchan Nívó Bio 100% sárgarépalé 1 l,Egészséges életmód
Barilla Zucchine paradicsomszósz zöldségekkel és grillezett zöldségekkel 400 g,Tartós élelmiszerek
Auchan Optimum Habfürdő citrus 2 l,Szépségápolás
"Rama enyhén sós, csökkentett zsírtartalmú margarin 500 g",Tejtermék
"Takler Trió Rosé Cuvée száraz rosébor 12,5% 0,75 l",Alkohol
GLANC CITROMSAVAS SZANITERT. 750ML,"Háztartási-, vegyi- és papíráru"
"Hilltop Bor-Box Neszmély Felső-Magyarországi Merlot száraz vörösbor 12,5% 3 l",Alkohol
"Thummerer Tréfli Cuvée édes vörösbor 11,5% 0,75 l",Alkohol
Vérnarancs,"Zöldség, gyümölcs"
"Bock Villányi Merlot classicus vörösbor 13,5% 750 ml",Alkohol
Pölöskei Diab multivitamin üdítőital édesítőszerekkel 1 l,Egészséges életmód
Soós Premio orsó 4 tojásos száraztészta 400 g,Tartós élelmiszerek
"Taschner Soproni Kékfrankos Rosé száraz rosébor 12,5% 750 ml",Alkohol
"A.O.P. Gigondas Pierre C. száraz vörösbor 14 %, 0,75 l",Alkohol
Auchan Nívó Bio paradicsomlé 1 l,Egészséges életmód
Ízmester folyékony fűszerpác csirkéhez 80 ml,Tartós élelmiszerek
Noi&Voi szardella paszta olívaolajjal 60 g,Tartós élelmiszerek
Nektária cékla-almalé 100% 3 l,Italok
Haas Klasszikus vaníliaízű pudingpor 40 g,Tartós élelmiszerek
Nektária csipkebogyó-almalé 100% 3 l,Italok
Indiana Tonhal Jerky 15g,"Hús, hal, felvágott"
AP ÉTCSOKOLÁDÉ 72% 100G,"Édesség, csokoládé, nasi"
Areon Home Sticks Prémium illatosító - Eau D'ete 150 ml,Háztartás
Auchan Nívó Bio Thai Rizs 500 g,Egészséges életmód
Auchan csokis puszedli 500 g,"Édesség, csokoládé, nasi"
Auchan Optimum Habfürdő mandula 2 l,Szépségápolás
Gullón fahéjas keksz 235 g,"Édesség, csokoládé, nasi"
L'Oréal Paris Colorista Washout #Bluehair hajszínező 80 ml,Szépségápolás
Kókuszzsír 1000ml,Tejtermék
L'Oréal Paris Colorista Washout #Purple Hair hajszínező 80 ml,Szépségápolás
"Dobogó Tokaji Furmint száraz fehérbor 13,5% 750 ml",Alkohol
Feind Balatonfüred-Csopaki Merlot-Kékfrankos száraz vörösbor 14% 750 ml,Alkohol
Rosé cuvée száraz rosébor 12.5% 750 ml,Alkohol
"Robert Mondavi Woodbridge Chardonnay száraz fehér bor 13,5% 750 ml",Alkohol
"Grand Tokaj Tokaji Furmint félédes fehérbor 12% 0,75 l",Alkohol
"Légli Rosé száraz rosébor 12,5% 0,75 l",Alkohol
"Freixenet Cordon Negro Brut Cava fehér, brut, minőségi pezsgő 750 ml",Alkohol
"Piper-Heidsieck Cuvée Brut Champagne száraz fehér 12% 0,75 l",Alkohol
Le Petit Olivier tisztító micellás víz - Hipoallergén 400 ml,Szépségápolás
BOURGOGNE H. COTES DE NUITS 75CL,Alkohol
Bock Villányi Cabernet Sauvignon classicus száraz vörösbor 14% 750 ml,Alkohol
"Gere Solus Merlot száraz vörösbor 14,5% 0,75 l",Alkohol
"FÜSTÖLT HÁTSÓ CSÜLÖK gyorspácolt, vákuumcsomagolt termék,hozzáadott vízzel","Hús, hal, felvágott"
Bock Villányi Franc Ördögárok Selection száraz prémium vörösbor 15% 750 ml,Alkohol
"Gere Villányi Franc Ördögárok száraz vörösbor 14,5% 0,75 l",Alkohol
"Mészáros Pál Hidaspetre Szekszárdi Cabernet Franc Reserve száraz vörösbor 14,5% 0,75 l",Alkohol
"Jégbor 0,375 l",Alkohol
"Sebestyén Bikavér száraz vörösbor 12,5% 0,75 l",Alkohol
Auchan fogselyemNívóviaszos menta 25 m,Szépségápolás
Tóth Ferenc Egri Bikavér 750 ml,Alkohol
"Vida szekszárdi estve száraz vörösbor 0,75 l",Alkohol
Megyer Tokaj Zempléni Sárgamuskotály száraz fehér bor 12% 3000 ml,Alkohol
Feind Balatonfüred-Csopaki Cabernet Franc Rosé száraz rosébor 13% 750 ml,Alkohol
"Ikon Rosé száraz rosébor 12,5% 0,75 l",Alkohol
Podmaniczky Miss rosé száraz bor 750 ml,Alkohol
"Grand Tokaj Furmint száraz fehérbor 12,5% 0,75 l",Alkohol
Kotányi steak fűszersó 35 g,Tartós élelmiszerek
Pitenis Fekete Olívabogyó Görög Krémfehér Sajttal 200 g,"Hús, hal, felvágott"
Auchan Nívó Gyorsfagyasztott zöldségkeverék húsleveshez 200G,Fagyasztott élelmiszer
"Megyer Tokaji Furmint késői szüretelésű minőségi édes fehérbor 11,8% 500 ml",Alkohol
Aviko Sweet Treat gyorsfagyasztott churros 1000 g,Fagyasztott élelmiszer
Taft hajrögzítőhab Mega erős & dús hatás 200 ml,Szépségápolás
Taft hajrögzítőhab Power kasmír 200 ml,Szépségápolás
"belVita JóReggelt! törökmogyorós és mézes, gabonás omlós keksz 300 g","Édesség, csokoládé, nasi"
Kifliburgonya 2 kg,"Zöldség, gyümölcs"
NPK Marha nyak kb. 500 g,"Hús, hal, felvágott"
REESES FÖLDIMOGY.CSKORONG 42G,"Édesség, csokoládé, nasi"
Gyermelyi olaszcsavart 4 tojásos száraztészta 500 g,Tartós élelmiszerek
Ambi Pur Moonlight Vanilla Légfrissítő Spray 300 ml,"Háztartási-, vegyi- és papíráru"
Areon Home Sticks Prémium illatosító - Vanilla Black 150 ml,"Háztartási-, vegyi- és papíráru"
Megyer Tokaji Hárslevelű Késői Szüret édes fehér bor 10% 500 ml,Alkohol
"Megyer Tokaji Sárgamuskotály Késői Szüret édes fehér bor 10,5% 500 ml",Alkohol
Tuti Tipp szűrt fehér szőlő gyümölcsital 12% 1 liter,Italok
"Canter Nagy-Somlói Furmint száraz fehérbor 11,5% 750 ml",Alkohol
Feind Balaton-Melléki Irsai Olivér száraz fehérbor 11% 750 ml,Alkohol
"Légli Blanc Olaszrizling száraz fehérbor 12,5% 0,75 l",Alkohol
Feind Balatonfüred-Csopaki Sauvignon Blanc száraz fehérbor 12% 750 ml,Alkohol
"Etyeki Kúria White száraz fehérbor 12,5% 0,75 l",Alkohol
"Oremus Mandolás Furmint száraz fehérbor 13% 0,75 l",Alkohol
Diadermine Lift+ Super Filler ránctalanító nappali arckrém 50 ml,Szépségápolás
Thummerer Berta Egri Cuvée száraz fehérbor 12% 750 ml,Alkohol
Tóth Ferenc Egri Csillag száraz fehérbor 750 ml,Alkohol
"Feind Balaton Melléki Cserszegi Fűszeres száraz fehérbor 12,5% 750 ml",Alkohol
"Feind Balatonfüred-Csopaki Chardonnay száraz fehérbor 12,5% 750 ml",Alkohol
"Varsányi Pincészet #péntek Felső-Magyarországi Fehér Cuvée száraz fehérbor 11,5% 0,75 l",Alkohol
Auchan vanília ízű krémtúró 90 g,Tejtermék
Tauris füstölt hátsó csülök,"Hús, hal, felvágott"
"Müller Müllermilch fehércsokoládé ízű zsírszegény tejital, hozzáadott vitaminokkal 400 g",Tejtermék
Ponnath Gourmet sonka tál 150 g,"Hús, hal, felvágott"
Auchan Prémium Mascarpone sajt 500 ml,Tejtermék
"PICK Téliszalámi eredeti, szeletelt 70 g","Hús, hal, felvágott"
Kvaszinger Superior Furmint 2016,Alkohol
St. Tamás Tokaji Birtok Szamorodni édes 2013,Alkohol
Auchan makaróni 4 tojásos száraztészta 500 g,Tartós élelmiszerek
Auchan spagetti 4 tojásos száraztészta 500 g,Tartós élelmiszerek
"Légli 333 száraz fehérbor 12,5% 0,75 l",Alkohol
Ponnath szeletelt falusi füstölt sonka 80 g,"Hús, hal, felvágott"
Auchan friss tojás 10 db L 630 g,Tejtermék
"XIXO Mojito menta és lime ízű szénsavas üdítőital gyümölcslével, cukorral és édesítőszerrel 1,5 l",Italok
"Sága szeletelt, selyemsonka mellhúsból 80 g","Hús, hal, felvágott"
Oyakata instant japán tésztaleves Miso szójapaszta ízesítéssel 66 g,Tartós élelmiszerek
"Roberto teljes kiőrlésű búzalisztből, búzalisztből és olívaolajból készült tartós kenyér 400 g",Pékáru
Hajdúkert mexikói zöldskeverék 450 g,Fagyasztott élelmiszer
Schogetten alpesi tejcsokoládé 100 g,"Édesség, csokoládé, nasi"
"Grand Tokaj Tokaji Furmint száraz fehérbor 12,5% 0,75 l",Alkohol
Aviko gyorsfagyasztott burgonyagratin ementáli sajttal 4 db 400 g,Fagyasztott élelmiszer
Costa Coffee Bright Blend Medium Roast pörkölt szemes kávé 1 kg,Italok
Aviko gyorsfagyasztott burgonyagratin sajttal és zöldfűszerekkel 4 db 400 g,Fagyasztott élelmiszer
Naturella Light Calendula Tenderness Tisztasági Betét X52,Szépségápolás
Palette Deluxe XL9 platina szőke intenzív krémhajfesték,Szépségápolás
Schauma 7 Gyógynövény sampon normál és zsíros hajra 250 ml,Szépségápolás
Vulcano szarvasgombás szűzérme 250 g,"Hús, hal, felvágott"
Cornexi Cinnexi-Apple almás-fahéjas ízű gabonapehely hozzáadott cukor nélkül 250 g,Egészséges életmód
HELL GAMER ARCADE (Tropical Bomb) 250 ml,Italok
"Hilltop Neszmélyi Merlot Rosé száraz rosérbor 11,5% 75 cl",Alkohol
Biobaza Men Deo Roll-on Black Energy,Szépségápolás
Knorr Spaghetteria tészta paradicsomos-mozzarellás szósszal 163 g,Tartós élelmiszerek
Himalája grill sócsempe 1 db,Tartós élelmiszerek
Maggi Zöldséges tészta szójaszósszal 54 g,Tartós élelmiszerek
Nature Valley Fehérjeszelet sós karamellás 40g,Egészséges életmód
Maggi bolognai spagetti 61 g,Tartós élelmiszerek
The Bridge UHT BIO zabital 1 l,Egészséges életmód
HELL GAMER NOVA (Cherry Beam) 250 ml,Italok
Knorr Magyaros tészta paprikáscsirke szósszal 168 g,Tartós élelmiszerek
Maggi hagymás krumplipüré 59 g,Tartós élelmiszerek
"Castello Danablu 50+ dán zsírdús, kékpenésszel érő félkemény sajt 100 g",Tejtermék
"Fanta narancs szénsavas üdítőital 1,25 l",Italok
"Viwa Vitaminwater Magnemax guava, narancs ízű szénsavmentes üdítőital 0,5 l",Egészséges életmód
Tauris töltött oldalas,"Hús, hal, felvágott"
Tuti Tipp pácolt sonka 90 g,"Hús, hal, felvágott"
Kaiser bécsi virsli,"Hús, hal, felvágott"
"Hilltop Neszmélyi Cserszegi Fűszeres száraz fehérbor 11% 0,75l",Alkohol
Dr. Chen Patika Ginseng Slim Tea filteres gyógynövénykeverék fogyókúrás étrendhez 20 filter 44 g,Egészséges életmód
Alföldi zala felvágott szeletelt 120 g,"Hús, hal, felvágott"
Le Petit Olivier extra mild szappan - Levendula 250g,Szépségápolás
"Le Petit Olivier Hajpakolás - Oliva olaj, Shea Vaj, Argán Olaj 330ml",Szépségápolás
Weleda citrusos golyós dezodor 24h 50 ml,Szépségápolás
HELL GAMER PvP (Coco Split) 250 ml,Italok
Pitenis zöld olivabogyó görög krémfehér sajttal 200 g,"Hús, hal, felvágott"
Gliss Ultimate Repair intenzív tégelyes pakolás 300 ml,Szépségápolás
Szegedi Paprika 100%-ban édes szegedi paprika 250 g,Tartós élelmiszerek
"Veuve Clicquot Ponsardin Brut Ice Jacket száraz pezsgő 12% 0,75 l",Alkohol
Bodri Szekszárdi Cuvée Optimus Díszdobozban 750 ml,Alkohol
Gere Prémium Válogatás Fadobozban 2018 6 x 750 ml,Alkohol
Davidoff Prestige kávékapszula 10 db 55 g,Italok
LifeStyles Skyn Intense Feel latexmentes óvszer 3 db,Szépségápolás
Piskóta tekercs cappuccino ízű töltelékkel (23%) 300 g,Pékáru
Chemität vízkőoldó 1000 ml,"Háztartási-, vegyi- és papíráru"
Floren légfrissítő utántöltő magnolia 250 ml,"Háztartási-, vegyi- és papíráru"
Extra ananászos sajtos kukoricás saláta 250 g,"Hús, hal, felvágott"
Teekanne Love gyümölcstea keverék gránátalma és őszibarack ízzel 20 filter 45 g,Italok
HERZ füstölt-főtt csirkemell sonka 150 g,"Hús, hal, felvágott"
"Gillette Venus Riviera Eldobható Női Borotva, 2 db",Szépségápolás
Góliát burgonya 6kg,"Zöldség, gyümölcs"
Dunai halászlé 500 g,"Hús, hal, felvágott"
"2 db Kaszinótojás , tormával és baconnal franciasaláta alapon","Hús, hal, felvágott"
Csirkemell falat franciasalátával 250 g,"Hús, hal, felvágott"
CALVO TONHAL ZERO FAT NATÚR LÉBEN 3*65G,Tartós élelmiszerek
K&K Family Cole Slaw káposzta saláta 140 g,"Hús, hal, felvágott"
Hummus füge&áfonya 200 g,"Hús, hal, felvágott"
Hummus Ras el Hanout,"Hús, hal, felvágott"
Sajttal töltött vegyes tál fűszeres olajban 250g,"Hús, hal, felvágott"
"Maggi PárPerc Csípős csirkeízű instant tészta 59,2 g",Tartós élelmiszerek
Domet konyhai nedves törlőkendő 40 db,"Háztartási-, vegyi- és papíráru"
Burgonyasaláta 250 g,"Hús, hal, felvágott"
Biffi Guacamole avokádós szósz 270 g,Tartós élelmiszerek
Jércemell saláta 250 g,"Hús, hal, felvágott"
Konfrit készre sütött csirkemell magyaros 170 g,"Hús, hal, felvágott"
Olivabogyós-fetás krémmel töltött sonkatekercs franciasalátával 250 g,"Hús, hal, felvágott"
GLOSSY h.záras sz.zsák 70L 15db,"Háztartási-, vegyi- és papíráru"
"Dr. Chen Patika Valeriana Álom étrend-kiegészítő kapszula 60 db 23,5 g",Egészséges életmód
Somat All in One mosogatógép tabletta 80 db 1440 g,Háztartás
"Dr. Chen Patika Jiangzhi Tongshu San szűztea étrend-kiegészítő kapszula 80 db 39,6 g",Egészséges életmód
Somat Classic mosogatógép tabletta 100 db 1750 g,Háztartás
BB félszáraz rosé pezsgő 750 ml,Alkohol
7DAYS Cream & Cookies Super Max vanília ízű krémmel töltött croissant kakaós keksz darabokkal 110 g,"Édesség, csokoládé, nasi"
"Ooops! Excellence Lotion 8 tek 3 rtg TP (FSC-Mix, CU-COC-819240)",Háztartás
Fuller's Organic Honey Dew BIO ale sör BIO mézzel 5% 500 ml,Alkohol
"Head & Shoulders Menthol Korpásodás Elleni Sampon, 540 ml",Szépségápolás
Vegeta csirke fűszerkeverék 20 g,Tartós élelmiszerek
Go On Nutrition Protein Bar 33% Salt Vanilla-Raspberry 50 g,Egészséges életmód
"Lajvér Sound Pannon Fehér Cuvée száraz fehérbor 12,5% 750 ml",Alkohol
bambusz fogkefe közepes erősségű sörtével,Szépségápolás
Maggi Zöldségleveskocka 120 g,Tartós élelmiszerek
Gullón DietNature Ronditas étcsokoládéval töltött keksz hozzáadott cukor nélkül édesítőszerrel 186 g,Egészséges életmód
Domet Formázott Mosogatószivacs dörzsivel,"Háztartási-, vegyi- és papíráru"
Domet univerzális nedves törlőkendő 20 x 25 cm 40 db,"Háztartási-, vegyi- és papíráru"
Thummerer Bokréta Egri Cuvée száraz fehér bor 12% 750 ml,Alkohol
"Kristinus Balatonboglári Sas Cuvée száraz vörösbor 14,5% 0,75 l",Alkohol
Garabonciás snidlinges kecsketúró 200 g,Tejtermék
Mézes Paprikás sonka 120 g,"Hús, hal, felvágott"
Hellmann's Light majonéz 430 ml,Tartós élelmiszerek
"Gazsi túrós csusza tejföllel, pirított szalonna kockával 400 g","Hús, hal, felvágott"
Mézes-Mázas sonka 120 g,"Hús, hal, felvágott"
PICK szeletelt eredeti téliszalámi 70 g,"Hús, hal, felvágott"
Rakott zöldbab 400 g,"Hús, hal, felvágott"
Dr. Chen Patika Máriatövis Forte Instant Xiao Chaihu Keli étrend-kiegészítő 15 tasak x 10 g (150 g),Egészséges életmód
Bodri Bodrikutya Szekszárdi Vörös száraz magyar vörösbor 13% 750 ml,Alkohol
"Vitamin Well Antioxidant őszibarack ízű, szénsavmentes, energiaszegény üdítőital 500 ml",Egészséges életmód
Lajvér Fine Wine Szekszárdi Bikavér száraz vörösbor 13% 750 ml,Alkohol
Air Wick Forralt Bor Illata elektromos utántöltő légfrissítő készülékhez 2 x 19 ml,Háztartás
Haas citromsav 250 g,Tartós élelmiszerek
Puffasztott rizs natúr 100g,Pékáru
"Gullón élelmi rostban gazdag keksz hozzáadott cukor nélkül, édesítőszerrel 280 g",Egészséges életmód
Andros Gyümölcspüré Alma-Körte 90G,Tejtermék
Szürkemarha pörkölt tarhonyával 400 g,"Hús, hal, felvágott"
Túrógombóc cukros tejföllel 300 g,"Hús, hal, felvágott"
Auchan Nívó Narancslé 100% 4x20 cl,Italok
Tóth Ferenc Egri Leányka száraz fehérbor 750 ml,Alkohol
"Füstlizer Sertéspárizsi, szeletelt, védőgázas csomagolásban","Hús, hal, felvágott"
"Etyeki Kúria Red száraz vörösbor 14% 0,75 l",Alkohol
Haas borkén 100 g,Tartós élelmiszerek
ROYAL Borjúpárizsi 8X400G,"Hús, hal, felvágott"
Dr. Oetker Aroma rum 38 ml,Tartós élelmiszerek
"Törley Excellence Pinot Noir Sec száraz, rosé pezsgő 0,75 l",Alkohol
Szerencsi Konyhatündér kakaós tortadara 70 g,Tartós élelmiszerek
Maille pikáns mustárkrém dijoni mustárral 200 ml,Tartós élelmiszerek
Nescafé Brasero azonnal oldódó kávé 200 g,Italok
Dr. Oetker befőzőcukor 2:1 500 g,Tartós élelmiszerek
Dr. Oetker befőzőcukor 3:1 500 g,Tartós élelmiszerek
"Dr. Chen Patika Máriatövis Forte étrend-kiegészítő kapszula 60 db 27,6 g",Egészséges életmód
Energy Coffee Cappuccino UHT zsírszegény kávés tejital 250 ml,Tejtermék
"Vylyan Boszorkány Villányi Olaszrizling-Rajnai Rizling Cuvée száraz classicus fehérbor 12,5% 750 ml",Alkohol
Darnó-Hús borjú májpástétom 150 g,"Hús, hal, felvágott"
"Dr. Oetker leveles tészta 275 g - friss, sütésre kész",Tartós élelmiszerek
Lucullus befőtt tartósító 80 g,Tartós élelmiszerek
"Cerbona étcsokoládés-málnás müzliszelet kakaós bevonó talppal, cukorral és édesítőszerrel 20 g",Tartós élelmiszerek
"Dubicz Mátrai Sauvignon Blanc száraz fehérbor 12,5% 750 ml",Alkohol
Nagyi titka világos rozsliszt 1 kg,Tartós élelmiszerek
Auchan Nívó bio vattakorong 180db,Szépségápolás
Lucullus borkén 20 g,Tartós élelmiszerek
"Arcmaszk 3 rétegű bliszteres 5 db-os csomag, eldobható",Szépségápolás
"Segafredo Zanetti Lungo őrölt, pörkölt kávékapszulák 10 db 51 g",Italok
Gyermek szájmaszk kék 10 db,Szépségápolás
Detki Tere-Fere édes omlós keksz csokoládé darabokkal 150 g,"Édesség, csokoládé, nasi"
Gyermek szájmaszk rózsaszín 10db,Szépségápolás
Auchan bodzavirág ízű gyümölcsszörp 700 ml,Italok
Auchan málna gyümölcsszörp fekete bodzalével és fekete répalével színezve 700 ml,Italok
Maszk (2 DB-OS),Szépségápolás
Masculan síkosító gél 75 ml SILK,Szépségápolás
Auchan Nívó kamilla illatú 3 rétegű 32 tekercses toalettpapír,Háztartás
Maszk (5 DB-OS),Szépségápolás
LifeStyles Play óvszer 4 db,Szépségápolás
"Vitamin Well Hydrate rebarbara-eper ízű, szénsavmentes, energiaszegény üdítőital 500 ml",Egészséges életmód
Masculan Organic 10 db-os gumióvszer,Szépségápolás
Mokate marokkói menta és chili ízű forró csokoládé italpor 160 g,Italok
Mokate meggy és chili ízű forró csokoládé italpor 160 g,Italok
Mokate mézeskalács ízű forró csokoládé italpor 160 g,Italok
Vegeta Natur classic grill fűszerkeverék 20 g,Tartós élelmiszerek
ALPRO mandulaital vaníliával 1 l,Tejtermék
"Nektária málnaszörp 33% 0,5 l",Italok
Maroni Gesztenye Marci kókuszos gesztenyerúd kakaós bevonómasszával mártva 30 g,Egészséges életmód
Choco nut duó kakaós-mogyorós és tej ízű kenhető krém 350g,Tartós élelmiszerek
Choco Nut mogyorókrém 350g,Tartós élelmiszerek
Kellogg's Toy Story gabonapehely,Tartós élelmiszerek
"Segafredo Zanetti Ristretto őrölt, pörkölt kávékapszulák 10 db 51 g",Italok
Sága Füstlizer sertéspárizsi 400 g,"Hús, hal, felvágott"
"Nektária prémium bodzaszörp 0,5 l",Italok
"Old Spice Kilimanjaro Férfi Deo Stift, 50 ml",Szépségápolás
Lucullus dzsem fixáló 3:1 25g,Tartós élelmiszerek
"Crownll eldobh borotva 2 élű, 5 db",Szépségápolás
"BOMBA! magas koffeintartalmú, szénsavas, tutti-frutti ízű energiaital 250 ml",Italok
"AUCHAN EGRI BIKAVÉR 0,75L",Alkohol
Nádudvari gyorsfagyasztott rántott gomba 400 g,Fagyasztott élelmiszer
Foodbox penne bolognese 330 g,"Hús, hal, felvágott"
Nissin Smack instant tésztaleves chili ízesítéssel 100 g,Tartós élelmiszerek
"Kristinus Balatonboglári Birtok Vörös száraz vörösbor 0,75 l",Alkohol
Milka alpesi tejcsokoládé tejes krémtöltelékkel 100 g,"Édesség, csokoládé, nasi"
Vegeta Natur zöldfűszeres szárnyas fűszerkeverék 20 g,Tartós élelmiszerek
Dr. Chen Patika Prostayol 6 Forte étrend-kiegészítő kapszula 40 db 56 g,Egészséges életmód
Vegeta pörkölt- és gulyáskocka 12 x 10 g (120 g),Tartós élelmiszerek
"Blend-a-med Complete Protect Expert Healthy White Fogkrém, 100ml",Szépségápolás
"Juhász Irsai Olivér Felső-Magyarországi száraz fehérbor 12,5% 750 ml",Alkohol
"Ariel Sensitive Folyékony Mosószer 1.1l, 20 Mosáshoz","Háztartási-, vegyi- és papíráru"
"Soproni Óvatos Duhaj IPA minőségi világos sör 4,8% 4x0,5 l doboz",Alkohol
"Chicco mosószer 27 mosás 1,5 l","Háztartási-, vegyi- és papíráru"
Tuti Tipp Toast kenyér 500g,Pékáru
E.Fallot dijoni mustár zöldborsos 210g,Tartós élelmiszerek
Vegeta tyúkhúsleves-kocka 12 x 10 g (120 g),Tartós élelmiszerek
Vitamin Well Upgrade energiaszegény szénsavmentes citrom-kaktusz ízű üdítőital 500 ml,Egészséges életmód
Dr. Chen Patika Cran-Tőzegáfonya komplex kapszula 60 db 27 g,Egészséges életmód
MEXIFOODS Kukorica Tortilla 16cm 250g (Gluténmentes),Tartós élelmiszerek
NIVEA ápoló arctisztító tej száraz és érzékeny bőrre 200 ml,Szépségápolás
"Dr. Chen Patika Eleuthero Ginseng étrend-kiegészítő kapszula 30 db 9,9 g",Egészséges életmód
Cosmia mini hajkefe 1db,Szépségápolás
L'Oréal Paris Préférence 74 Intenzív Réz prémium ultra-ellenálló hajfesték,Szépségápolás
Uncle Ben's gombás rizs 250 g,Tartós élelmiszerek
L'Oréal Paris Préférence 8.23 Shimmering Rose prémium ellenálló hajfesték,Szépségápolás
Fluére Drinks 700 ml,Alkohol
Vifon Rákszirom 100g csípős,Tartós élelmiszerek
Belenkaya Gold vodka 700 ml,Alkohol
L'Oréal Paris Préférence P12 Intenzív Kékesfekete prémium ultra-ellenálló hajfesték,Szépségápolás
"Starbucks by Nespresso Pike Place Roast Lungo őrölt, pörkölt kávé kapszula 10 db 53 g",Italok
Vici gyorsfagyasztott panírozott rákolló formájú surimi rákolló darabokkal 250 g,Fagyasztott élelmiszer
Béres C-vitamin 1500 mg retard filmtabletta csipkebogyó kivonattal 90 db 179 g,Egészséges életmód
Darnó Medvehagymás Csülöksonka 250g e,"Hús, hal, felvágott"
"Auchan Nívó Cocktail Mojitó ízesítésű üdítőital alkoholmentes 0,75 l",Alkohol
Orsi libamájas - pultos,"Hús, hal, felvágott"
Darnó-Hús Royal májpástétom 150 g,"Hús, hal, felvágott"
Trolli drakulafog gumicukor 100 g,"Édesség, csokoládé, nasi"
Trolli super brain gumicukor 100 g,"Édesség, csokoládé, nasi"
Nádudvari gyorsfagyasztott rántott zöldséggolyó 450 g,Fagyasztott élelmiszer
Duna-Tisza Közi félédes vörösbor 10% 2 l,Alkohol
"Regia Vörös Félédes bor 0,75L",Alkohol
Regia Rosé félédes bor 750 ml,Alkohol
Don Francesco cornetti rigati durum száraztészta 500 g,Tartós élelmiszerek
"LINZER-OROSZ SOPRONI KEKFR. 0,75L 750 ml",Alkohol
"Tájaink Ízei Szekszárdi bikavér 13,5% 0,75 l",Alkohol
Hewa XXXL extra erős 280 l-es nagykukazsák 3 db,"Háztartási-, vegyi- és papíráru"
Vajas keksz és teasütemény válogatás (6 féle - 36 db) 375 g,Tartós élelmiszerek
Auchan illatosított papír zsebkendő 3 rétegű 100 db,Háztartás
Duna-Tisza Közi száraz vörösbor 10% 2 l,Alkohol
Schwartau Extra csipkebogyó jam 340 g,Tartós élelmiszerek
"Dr. Chen Patika Kurkuma Kollagén Forte étrend-kiegészítő kapszula 60 db 26,7 g",Egészséges életmód
"Nissin Cup Noodles Instant tésztaleves, csirke ízesítéssel ázsiai módra 350 ml",Tartós élelmiszerek
Tuti Tipp paradicsom konzerv egész hámozott 400 g,Tartós élelmiszerek
"Auchan Nívó Cocktail Narancs ízű üdítőital, alkoholmentes 0,75 l",Alkohol
Auchan Nívó Spagetti 4 tojásos száraztészta 500 g,Tartós élelmiszerek
"Discreet Waterlily Multiform Légáteresztő Tisztasági Betét, 20 db",Szépségápolás
"Tibi Atya Gyöngyöző Rosébora félédes rosé gyöngyözőbor 11,5% 250 ml",Alkohol
